Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
Data Analyst,$80K-$134K (Glassdoor est.),"GREAT opportunity to bring your expertise to work with 3 data warehouses! Position would be remote during the next few months, at least, but candidates should live the in Madison, WI area.

Our Partner is hiring a Data Analyst for a long-term contract. As a Data Analyst, you will be responsible for understanding and analyzing complex business & data requirements, while preparing detailed functional specifications that drive the overall design of the data environment. This includes developing a broad understanding of the upstream and downstream systems and processes, including impact and map & gap analysis of current databases and reporting systems.
What you’ll do:
Perform data analysis using a variety of SQL tools to query major databases and provide technical assistance as a subject matter expert in identifying, evaluating and developing data models and solutions that meet business requirements.
Review and advise data validation and testing approaches, systems testing, and support data quality processes.
Collect, manipulate and analyze complex datasets
Translate the requirements to physical and financial aspects, such as software and hardware specifications
Facilitate the design and implementation of new data systems/processes
Capture and maintenance of specific metadata elements
Creating source-to-target mapping document and functional data specifications
Contribute to designing conceptual, logical and physical data models for highly complex data environments to support data integration efforts
Understanding upstream and downstream process, the impact of change to database and communicate, educate team members and partners
Contribute to developing and creating data modeling patterns that support enterprise and line of business data strategy and data architecture vision
Reviewing data modeling artifacts of other team members to ensure compliance with standards, policies and procedures and data management best practices promoting proper data sharing, consistency and reuse
Providing data consulting services to application teams utilizing supported data environments
Providing expert-level consulting services in the identification and resolution of moderately complex data challenges and issues.
Serving as subject matter expert and steward for the architecture and content for assigned projects, systems and data
Support overall data management roadmap: increasing consistency and confidence in decision making through use of supporting and accurate data, while decreasing the risk of regulatory fines, improving data security, and assist in designating accountability for information quality.
Assists in development and maintenance of business requirements and classifications of data (e.g., retention, security classification, etc.)
Serves as “champion” of Data Governance principles within application workstream & business area
What you’ll bring:
BS in Mathematics, Economics, Computer Science, Information Management or Statistics, or related field.
4+ years’ experience as a data analyst
Extensive skills with data mining, statistical/metadata analysis software, relational databases, data warehousing concepts
Experience with technology such as Snowflake, Azure Data Factory, Erwin, Azure, Tableau, Power BI, Informatica PowerCenter, HD Insight, Python, Spark or Rr (don't need all of them, just one or two!)
Processes more advanced knowledge of ELT and the ability to create structures using specified tools
Can create basic databases and individual data structures
Knowledge of the logical and physical data model currently leveraged by a specific business unit
Ability to translate complex business requirements into model relationships",5.0,"Carex Consulting Group
5.0","Madison, WI",-1,1 to 50 Employees,2016,Company - Private,IT Services,Information Technology,$5 to $10 million (USD),-1
Business Intelligence Analyst,$80K-$134K (Glassdoor est.),"Blucora has a bold aspiration: we are committed to giving all people the tools needed to lead healthy financial lives - tools often reserved for the wealthy.

We began our journey by bringing together two industry-leading firms to form a foundation in tax-smart investing that is unreplaceable in the industry. TaxAct is an innovative tax software company that helps more than 4 million Americans prepare their own taxes each year. HD Vest is the first firm in the world to make it possible for tax professionals to support clients’ wealth management needs (now over $45B for more than 300,000 Americans).

We now turn to the next leg, developing the technological tools that make our vision of financial health for all a reality. Atypical for the financial services industry, we take a contemporary approach to strategy and product development that is founded in user insights, rapid testing and a singular focus on driving end-user value.

Since charting new territory on a daily basis is part of everyone's job at Blucora, we've attracted team members who thrive on the challenge, encourage each other, and are passionately committed to the goal. If you agree that problem- solving is a team sport, and feel energized by a good debate, deep dive research, or a fun night out with colleagues, we might be the right firm for you!

Position Summary

The Business Intelligence Analyst is responsible for measuring performance, analyzing customer behavior and trends, and delivering interactive reports to the business to enhance data-driven decisions.

Essentials Duties & Responsibilities

The major responsibilities of the position are listed below. To perform the job successfully, the individual must be able to execute each essential duty satisfactorily. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.
Ability to navigate multiple business lines and draw holistic insights from the tax and wealth management business.
Analyze large data sets of structured, semi-structured unstructured data to discover data insights and collaborate with business partners to deliver business value.
Ability to read and write complex SQL queries for both ad-hoc and dashboard use.
Advanced data visualization (Tableau) and dash-boarding skills to support business decisions, provide recommendations, and evaluate business performance.
Ability to design interactive visualizations that enhance analytics storytelling and communicate business performance.
Prepare and effectively present your findings to business stakeholders, including executive management in a concise fashion.
Support ad hoc business studies/reporting; inform segmentation, territory management, and initiative reporting.
Other job duties as defined.
Education & Experience
Bachelor’s Degree in Business, Management, Accounting, Economics, Statistics, information science, or similar required.
Minimum of 3 years of proven working experience as a data analyst or business data analyst.
Strong analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information.
Required advanced experience using analytics/visualization tools (e.g. Tableau, Google Analytics, Adobe Analytics)
Strong ability to read and write SQL.
Some knowledge of statistics and experience using statistical packages for analyzing datasets (Excel, R, SAS, SPSS, etc.)
Big data analytics experience is desired.
Ability to work independently as well as partner with others and work well within a team.
Strong organizational and time management skills; ability to adhere to deadlines.
Comprehensive Benefits

We offer a competitive salary, outstanding benefits package that includes medical, dental, vision, life insurance, paid vacation and sick days, paid holidays, tuition reimbursement, and 401(k) with company match.

Blucora, Inc is an equal opportunity employer and does not unlawfully discriminate on the basis of race, sex, age, color, religion, national origin, marital status, sexual orientation, veteran status, disability status or any other basis prohibited by federal, state or local law. Blucora, Inc considers information gathered in the hiring process, including information on this application, confidential, and only shares it on a need-to know basis or as required by law. Please let us know if you need accommodations in order to participate in the application process.",3.3,"Blucora
3.3","Dallas, TX",-1,501 to 1000 Employees,1996,Company - Public,Financial Transaction Processing,Finance,$500 million to $1 billion (USD),-1
Senior Data Scientist,$80K-$134K (Glassdoor est.),"Summary

We’re looking for a senior data scientist to drive our data science and analytics group forward! You’ll be joining a group of curious, smart, technically minded yet business savvy data scientists and analysts looking to make a difference to the company by designing and building out our data decisioning capabilities from the ground up!

As a senior data scientist, you’ll work collaboratively with our business, operations, analytics, and IT teams. You’ll be responsible for conceptualizing, designing and building out decision making products for our business in the spaces of marketing / lead gen, business operations, and customer retention.
Our ideal candidate is excited to join our fast-paced culture and is excited to contribute to our growing data science practice!

What we do:
We achieve competitive advantage through data-driven marketing and full management of the customer experience. We’re constantly refining our technology and our strategies, that’s why we’re the industry leader in delivering the best results to the top insurance brands in America.

That’s not just lip service either, we’re consistently awarded partner of the year from brands like AFLAC, Humana, and more. Our work has also been featured on The Dr. Oz Show, Forbes, and Vox -- to name a few.

What you’ll do:
Find new and improved ways for us to use data in our products, operations, and business strategies
Lead new projects and initiatives starting from understanding business to carrying out projects and presenting to stakeholders.
Design and execute data products in marketing, business operations, and customer retention spaces
Act as a subject matter expert with all things data
Work to build out the data science team as we grow

What we’re looking for:
We want people who fit within our Be Real culture. We want a diversity of programmers and writers and designers and data scientists and strategists and more. We’re made up of introverts and extroverts, suits and rebels, corporate types and anti-corporate types. We’re an environment where every person feels their full potential is only limited by their ability to conceive of it and make it happen. Our company grew from entrepreneurial roots but has big company resources to get amazing things done.
5 years of experience in a data science role, building predictive algorithms and data products ideally related to marketing, business operations, or customer retention
Ability to execute projects from problem formulation to influencing stakeholders.
Excellent understanding of machine learning techniques and algorithms such as decision forests, logistic regression, k-means clustering, etc.
Ability to communicate findings clearly and deep understanding of your current business
Proficiency with Python, SQL, Excel, and data visualization tools (Tableau, Power BI, etc.)
Experience with big data platform (i.e. Hadoop)
Intensely curious – always asking questions and not being OK with the status quo. Obsessed with making things better and more efficient.
A lifelong learner that is excited to learn new data science technologies and apply those to technologies to our business
Ability to be objective and follow the facts, cut through noise and create a story with data.
Strong organizational skills including time and project management
Thrives in a fast-paced environment that is constantly changing
BS/MS in a quantitative field (Computer Science, Engineering, Mathematics, Statistics, etc.)

EOE, including disability/vets",3.5,"TRANZACT
3.5","Fort Lee, NJ",-1,1001 to 5000 Employees,1989,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,-1
(Sr.) Data Scientist -,$80K-$134K (Glassdoor est.),"Thursday, June 11, 2020

Merrick Bank is a top-25 credit card issuer and merchant acquirer in the VISA/MasterCard networks, and a major recreational vehicle lender.
The Bank is a Utah Financial Institution and a member of the FDIC.

At Merrick Bank, we specialize in credit programs that assist people looking to build or rebuild their credit. We are FDIC insured and recognized as a top-20 issuer of Visa® cards. In total, we proudly serve over 2.4 million cardholders and have extended over $5.3 billion in credit.

Our Mission is to make a positive difference in the lives of our customers, our employees, and our community. We work hard to create a work environment that empowers our associates to grow, learn, and reach their potential.

This position is a member (or, a senior member, depending upon qualifications) of the Data Science and Modeling team, and will support and work with other members of the team to produce the models, reports, and analysis as required for the bank. Data science, machine learning and statistical programming are the core competencies of the position, but in addition, the applicant should work well with others, have a desire to learn, be self-motivated, and have excellent communication and presentation skills.

REQUIRED SKILLS, ABILITIES, KNOWLEDGE, AND EXPERIENCE:
Master's degree in a relevant quantitative field, or a bachelor’s degree with a significant amount of relevant work experience.
Firm knowledge of statistical theory, data science, or machine learning algorithms is a requirement.
Expertise with R or Python is required.
Experience with any of the following computer languages is also desirable: CUDA, FORTRAN or C/C++, SAS, SQL, Unix shell scripting, or LaTeX.
Experience with HPC (High Performance Computing), or Parallel Computing would be a plus. Experience with SLURM would be outstanding.
Experience in the banking industry, specifically in credit cards, is not necessary, but would be desirable.


PRIMARY DUTIES:
Statistical programming, model development and implementation.
Communicating results, both verbally and in writing.
Work both individually and in a collaborative manner with a team.
Designing, validating, and improving data driven decision making processes and strategies.
Building key metrics and modeling reports for communication with executives.
Compliant with Laws & Regulations.

What’s in it for you:

Competitive salary (DOE)

Benefits package -Medical, Dental and Vision (plus much more)

401(k) Plan with Company Match

Short & Long Term Disability

Group Life and AD&D Insurance

Paid Vacation, Holidays, and Personal Days

Employee Events, including Employee Appreciation Day, Holiday Party, etc.

Tuition Reimbursement Program
Candidates must have unrestricted authority to work in the
United States without sponsorship.

Merrick Bank is an equal opportunity employer. We evaluate qualified applicants
without regard to race, color, religion, sex, national origin, disability,
veteran status, and other legally protected characteristic. The EEO is the
Law poster is available here: http://www1.eeoc.gov/employers/poster.cfm

Please go to our website www.merrickbank.com to apply and learn more about our company

We are an equal opportunity employer. Merrick Bank will do a thorough background check for all hires. This includes a review of your personal credit history, drug testing, background check, and employment/personal references. A good credit history is important.

Other details
Job Family
Account Acquisition & Data Science
Pay Type
Salary",3.5,"Merrick Bank
3.5",Utah,-1,201 to 500 Employees,1997,Company - Private,Banks & Credit Unions,Finance,Unknown / Non-Applicable,-1
"Scientist, Infectious Disease",$80K-$134K (Glassdoor est.),"Precigen is seeking a highly motivated and creativeScientist(level determined by candidate experience) to join our growing Infectious Disease team in Germantown, Maryland.The successful candidate will have a strong background in infectious disease and/or cancer immunotherapy, human immunology and experience working with gene transfer therapy.

DUTIES AND RESPONSIBILITIES:
Apply expertise in T cell immunology and molecular biology to lead and influence projects within the development of Precigen’s product portfolio.
Develop new approaches and SOP’s for product quality and evaluation to continuously improve quality of new approaches to cancer or infectious disease immunotherapy.
Setup evaluation strategy using in vitro studies with human immune cells and in vivo murine models to test novel gene transfer therapies.
Perform correlative studies to evaluate the transfer, persistence and function of adoptively transferred antigen-specific T cells in mouse models of cancer.
Manage timelines and deliverables and develop reports for various projects.
Coordinate parallel tasks across multiple projects, demonstrating prioritization.
Other duties as assigned.
Responsive, can-do attitude.
SUPERVISORY RESPONSIBILITIES:
TBD
EDUCATION AND EXPERIENCE:
Ph.D. in immunology, cellular and/or tumor biology or a closely related field.
Strong background in cancer immunotherapy or the biology of the tumor microenvironment, human immunology and experience working with engineered T-cells strongly preferred.
Candidates with a strong background in immunology are preferred for this position.
Must have experience in flow cytometry and fluorescence activated cell sorting (FACS), immune cell phenotyping of immune cell subsets; experience with human immune cells is preferred.
Experience designing and developing primary immune cell assays using key immune cell populations.
Hands-on expertise in T-cell functional characterization assays including in vitro cytotoxicity, proliferation, and cytokine/chemokine measurements.
Expertise in in vitro T-cell isolation and expansion methods.
Proficient in cell culture aseptic technique.
Experience in viral and non-viral methods of gene transfer.
Experience with in vitro T cell assays, including ELISPOT, ELISA, Luminex and flow cytometry read-out.
Proficient in multi-parameter flow cytometry (panel design, sample acquisition, data processing.)
Experience in molecular and cellular biology techniques, including but not limited to: PCR, qPCR, cloning and western blot.
Proficiency in the analysis and understanding of immune cells and molecules.
Utilization of appropriate technology, i.e. Outlook, PowerPoint, and other programs to create and distribute reports and key information.
DESIRED KEY COMPETENCIES:
Ability to understand and execute on the company’s mission and values.
Comfortable in a fast-paced small company environment with minimal direction and able to adjust workload based upon changing priorities.
Self-motivated and willing to accept temporary responsibilities outside of initial job description and perform other responsibilities to support the needs of the department, as assigned.
Positive interpersonal skills with the ability to interact with individuals from a variety of levels and function.
Self-organizer, meticulous hands-on habits, keen attention to detail.
Excellent interpersonal, verbal and written communication skills are essential in this collaborative work environment
Strong quantitative and analytical skills.
Ability to understand and execute on the company’s mission and values.
Maintain a high degree of ethical standard and trustworthiness.
Responsive, can-do attitude.
Capable of fostering change in an organization.
Deals with conflict in a direct, positive manner.
Ability to think and adapt to a rapidly changing environment and demands.
Able to reach rational conclusions through complex processing of information.
Fosters innovation through creative solutions.
Effective organization and implementation of group projects.
Energized by accomplishments and excellence in the workplace.
Capable of high performance in independent work as well as in team setting.
EOE MFDV",3.8,"Precigen
3.8","Germantown, MD",-1,51 to 200 Employees,-1,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1
Machine Learning Engineer,$80K-$134K (Glassdoor est.),"Preferred Qualifications
Masters degree in computer science or a related field or equivalent experience
3 years of professional or research experience with software development, algorithm design, modeling or machine learning
Familiarity with various machine learning methods
Strong object-oriented programming skills, including proficiency in Python, Java, Scala or C/C++
Experience building and productionizing micro-services and REST APIs
Experience productionizing ML pipelines and graphs on a large scale
Experience working with large datasets, both structured and unstructured, and SQL knowledge
Familiarity with the Hadoop ecosystem (Apache Hive, Oozie, HBase and Kafka) and experience using a distributed computing platform, such as Spark
Experience working with cloud computing providers such as AWS or Azure
Great written and verbal communication skills
Experience with containerized environments like Docker or Kubernetes
Knowledge of machine learning libraries like Scikit-learn, TensorFlow, Caffe, Keras, etc.
Experience with Jfrog Artifactory, CircleCI or HAL Deployments
Job Summary

The Machine Learning Engineer (MLE) designs and develops the platform and frameworks that facilitate automated data-driven decision-making. This team member collaborates with data scientists to design tools to train machine learning models using data from across the enterprise and deploy machine learning services at various decision points across the business process. The MLE participates in the acquisition of data and the development of the modeling pipeline and builds the necessary integrations to deliver decisions at the right time. This person builds tools for monitoring the performance of machine learning applications and develops the necessary failsafe procedures that ensure the delivery of the most optimal decisions. The MLE develops tools that allow interactive exploration of machine learning models and runs simulations of various business scenarios. MLEs are part of a community that participates in code reviews, design reviews, extracting best practices and researching new methods.

Responsibilities
Work with data scientists and business analysts to frame problems within a business context
Build data pipelines that pull data from various sources
Collaborate with data scientists to develop algorithms and tools for training and running simulations
Develop services that host the trained models and work with other application teams to integrate them into business processes
Build interfaces to interact with machine learning models through simulations, visualize model metrics and collect domain expert feedback
Participate in code reviews to ensure code quality and share best practices and experiences with the team
Who We Are

We're America's largest mortgage lender, closing loans in all 50 states. J.D. Power ranked Quicken Loans ""Highest in Customer Satisfaction in Primary Mortgage Origination"" for the past 10 consecutive years, 2010 - 2019. The company was also ranked highest in the nation for client satisfaction among mortgage servicers by J.D. Power for 7 consecutive years, 2014 through 2020, each year the company was eligible. There's a simple reason we've been so successful: We care about the people we work with.

If you're tired of stuffy, bureaucratic workplaces, then you'll be delighted to find something different here. We strive to make a creative, fun and collaborative environment you simply won't find anywhere else. Quicken Loans was once again named to FORTUNE magazine's ""100 Best Companies to Work For"" list in 2019 and has been included in the magazine's top one-third of companies named to the list for the past 16 consecutive years. In addition, Essence Magazine named Quicken Loans the ""#1 Place to Work in the Country for African Americans.""

Disclaimer

This is an outline of the primary responsibilities of this position. As with everything in life, things change. The tasks and responsibilities can be changed, added to, removed, amended, deleted and modified at any time by the leadership group.",3.8,"Quicken Loans
3.8","Detroit, MI",-1,10000+ Employees,1985,Company - Private,Lending,Finance,$10+ billion (USD),-1
Data Scientist,$80K-$134K (Glassdoor est.),"Zynga is a leading developer of the world’s most popular social games that are played by people around the world every single day. To-date, more than 1 billion people have played our games across Web and mobile, including Words With Friends, FarmVille, Zynga Poker, Merge Dragons, Empires & Puzzles, Hit it Rich! Slots and CSR.

Zynga’s Marketing Data Science and Analytics team uses our outstanding and expansive data to deliver fundamental insights on who our audience is, how they engage with our games, and what are the best ways to acquire them. We strive for a better understanding of our players which translates into challenges and features that delight them.

Here’s where you would come in: identify and formalize problems related to campaign optimization. Design and develop systems and services to optimize campaigns at scale. Be innovative, be creative, use every bit of that key commodity – data. Millions of people play Zynga games every day, so our data is tremendously rich, and we have a lot of it!

We will rely on you to communicate your findings to your peers – both technical and non-technical. Your solutions to difficult problems will need to be demonstrably impactful, visual and maintainable. You will collaborate with engineering teams to build proof-of-concept and MVPs of campaign bidders and optimizers. You will collaborate with User Acquisition Managers, Product Managers, and Engineers to deliver business impact.

Responsibilities:
Design and implement scalable systems and models to experiment with campaigns and creatives across channels and acquire users at scale
Work with large amounts of data to find and realize opportunities to acquire and re-target users profitably delivering unambiguous business metric impact
Craft effective campaign strategies to acquire users across a multitude of user acquisition channels
Drive and empower user acquisition team to make quantitatively informed, evidence based decisions - through custom visualizations, and ETLs to augment user data
Design, test, verify and implement machine learning models with Zynga’s games that impact millions of users. Models may include but not limited to LTV modelling, campaign bid recommendations, budget allocation, clustering/segmentation, forecasting, fraud detection, and / or reinforcement learning
Build prototypes and MVPs of services and applications that improve effectiveness of campaigns, creatives, ad networks and/or user segments.
Required Skills and Experience:
B.S. or B.A. in Math, Statistics, Comp Sci, Engineering, or other quantitative field required; Masters, MBA or PhD preferred
5+ years of relevant work experience in data science or analytics role in a Marketing Analytics or a User Acquisition Analytics Team
Familiar with mobile performance marketing and/or user acquisition landscape
Strong experience in SQL;
Proficient in Python; Proven fundamental programming skills (algorithms, data structures, OOP, OS, Networking, AWS Cloud); Ability to design distributed systems
Ability to build and maintain software services and systems at scale; experience in deploying services in at least one cloud provider (AWS, Google Cloud or Azure)
Proven experience with some of the following: machine learning, predictive modeling, deep learning
Experience in analyzing large datasets, preferably in a Hadoop or Spark environment, and deploying production ready systems at scale
Strong written and oral communication skills
Strong passion for gaming and performance marketing!
Zynga is an equal opportunity employer. We are proud of our broad community; we do not discriminate on the basis of race, sex, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, medical condition, disability, or any other class or characteristic protected by applicable law. We welcome job-seekers, players, employees, and partners from all backgrounds. Join us!

We will consider all qualified job-seekers with criminal histories in a manner consistent with applicable law.

Zynga is committed to providing reasonable accommodation to applicants with disabilities. If you need an accommodation during the interview process, please let us know.",4.1,"Zynga
4.1","Austin, TX",-1,1001 to 5000 Employees,2007,Company - Public,Video Games,Media,$500 million to $1 billion (USD),-1
Business Intelligence Analyst,$80K-$134K (Glassdoor est.),"Leggett & Platt, Incorporated is seeking a Business Intelligence Analyst to join our growing Logistics department. In this position, you will report to the Director of IT and work closely with Logistics management. You will be responsible for analyzing business processes, determining strategic solutions, providing data analysis, problem solving and supporting business users.

POSITION RESPONSIBILITIES:
Pull, inspect, clean and model data from multiple sources to provide management with useful information that will support decision-making
Work closely with business, compliance and technical resources to define, create, test and implement solutions
Perform project management activities for multiple, concurrent projects
Work with teams around the world to provide and enhance support for our growing operations
Support TMS users across the company
Other ad-hoc responsibilities as assigned
EXPERIENCE:
Bachelor’s degree in Business Analytics, Computer Science, Accounting, Finance, Information Technology or related field
Minimum of 3+ years of related experience
Strong SQL development experience
EDI experience is preferred
Must be fluent in Excel
Strong interpersonal skills
Strong problem-solving skills
Excellent communication skills
Minimal travel may be required
Knowledge of Transportation Management Systems like McLeod or E2Open is a plus
We offer a comprehensive benefits package including medical, dental, vision, 401(k) and stock plans, tuition reimbursement, employee discounts and more.

Since 1883, Leggett & Platt (NYSE: LEG) has been creating a wide variety of innovative products that can be found in most homes, offices, and automobiles. Today our growing company consists of more than 22,000 employee-partners in 140 manufacturing facilities located in 18 countries. We’re not just hiring; we’re building a better company. For more information, please visit www.leggett.com.

Equal Employment Opportunity/Affirmative Action/Veteran/Disability Employer",3.6,"Leggett & Platt
3.6","Carthage, MO",-1,10000+ Employees,1883,Company - Public,Miscellaneous Manufacturing,Manufacturing,$2 to $5 billion (USD),-1
"Data Scientist, Product Analytics",$80K-$134K (Glassdoor est.),"At Noom, we use scientifically proven methods to help our users create healthier lifestyles, and manage important conditions like Type-II Diabetes, Obesity, and Hypertension. Our Engineering team is at the forefront of this challenge, solving complex technical and UX problems on our mobile apps that center around habits, behavior, and lifestyle.

We are looking for a Data Scientist to join our Data team and help us ensure that we apply the best approaches to data analysis and research, artificial intelligence, and machine learning.

What You'll Like About Us:
We work on problems that affect the lives of real people. Our users depend on us to make positive changes to their health and their lives.
We base our work on scientifically-proven, peer-reviewed methodologies that are designed by medical professionals.
We are a data-driven company through and through.
We're a respectful, diverse, and dynamic environment in which Engineering is a first-class citizen, and where you'll be able to work on a variety of interesting problems that affect the lives of real people.
We offer a generous budget for personal development expenses like training courses, conferences, and books.
You'll get three weeks' paid vacation and a flexible work policy that is remote- and family-friendly (about 50% of our engineering team is fully remote). We worry about results, not time spent in seats.
What We'll Like About You:
You have 4+ years of experience as a Data Scientist or Data Analyst in a similarly-sized organization, with a proven record of analysis and research that positively impacts your team.
You possess excellent communication skills and the ability to clearly communicate technical concepts to a non-technical audience
You possess excellent SQL/relational algebra skills, ideally with at least a basic knowledge of how different types of databases (e.g.: column vs row storage) work.
You have a superior knowledge of statistical analysis methods, such as input selection, logistic and standard regression, etc.
You are comfortable writing Python code, and have good working knowledge of pandas and numpy. We don't expect you to write production-quality code, but you should have some programming experience.
You are comfortable with at least ""medium data"" technologies and how to transcend the ""memory bound"" nature of most analytics tools.",4.5,"Noom US
4.5","New York, NY",-1,1001 to 5000 Employees,2008,Company - Private,"Health, Beauty, & Fitness",Consumer Services,Unknown / Non-Applicable,-1
Data Scientist,$80K-$134K (Glassdoor est.),"Who is Genesys?

Every year, Genesys® delivers more than 70 billion remarkable customer experiences for organizations in over 100 countries. Through the power of the cloud and AI, our technology connects every customer moment across marketing, sales and service on any channel, while also improving employee experiences. Genesys pioneered Experience as a ServiceSM so organizations of any size can provide true personalization at scale, interact with empathy, and foster customer trust and loyalty.

What you’ll do

The Data Scientist will be an integral member of the Customer Success Data & Analytics team within Genesys Customer Success organization. The Customer Success Operations team is chartered with defining and executing an enterprise Customer Success strategy. This includes reporting process and implementation, data optimization, and content access/distribution in a partnership with business and IT stakeholders.
Developing predictive models in some of these areas; cross-sell / up-sell strategies, market segmentation, price optimization, time to event, survival analysis and more.
Demonstrate strong analytical and storytelling skills and the ability to find relevant stories from piles of reports.
Engage with clients to understand business requirements and convert the same into technical/modeling problems for solution development.
Determine opportunities for improvement across process, tooling and data automation to optimize costs and decrease turnaround time for analytics consumers.
Who you are
You’ll have experience in programming in Python and R.
Familiarity with one of the following libraries;
Pandas
Numpy
SciPy
scikit-learn
Exposure to SQL programming.
Data Visualization with Tableau, PowerBI or QlikView.
Knowledge of Machine Learning models
Git/Github experience.
Proficient in MS Office Suite & advanced Excel
Benefits

Check out our benefits and open time off policy at http://mygenesysbenfits.com

Genesys is an equal opportunity employer committed to diversity in the workplace. We evaluate qualified applicants without regard to race, color, religion, sex, sexual orientation, disability, veteran status, and other protected characteristics.",4.4,"Genesys
4.4","Austin, TX",-1,5001 to 10000 Employees,1990,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),-1
Data Scientist/Machine Learning,$80K-$134K (Glassdoor est.),"Data Scientist/Machine Learning

Mist, a Juniper Company, is the first vendor to bring enterprise-grade Wi-Fi, BLE and IoT together through a highly scalable cloud architecture. At Mist, we built the first AI-empowered platform to provide an unprecedented visibility into the user experience. Mist is the new global standard for many fortune 500 companies.

The mission of the Data Science team at Mist is to leverage state-of-art ML and AI technologies to build the next-generation self-driving network solution, which can take actions on behalf of or together with human experts to automatically monitor, detect and remediate common network issues. The team includes a group of experienced and talented data scientists and data science engineers, and builds the end-to-end data analytics infrastructure and ML models of the product.

Now we are looking for a Senior Data Scientist to help define and expand this mission. As a data scientist, you will collaborate with product managers and domain experts to identify use-impacting real customer problems, use your deep DS/ML knowledge to develop data-driven solution with terabytes data, and work closely with data engineers to implement and scale the models in production.

Qualifications/Requirements:
• MS or PhD in Computer Science, Electrical Engineering, Statistics, Applied Math or equivalent fields with strong mathematical background
• Excellent understanding of machine learning techniques and algorithms, including clustering, anomaly detection, optimization, neural network etc
• 3+ years experiences building data science-driven solutions including data collection, feature selection, model training, post-deployment validation
• Strong hands-on coding skills (preferably in Python) processing large-scale data set and developing machine learning models
• Familiar with one or more machine learning or statistical modeling tools such as Numpy, ScikitLearn, MLlib, Tensorflow
• Good team worker with excellent communication skills written, verbal and presentation

Desired Experience:
• Experience with AWS, S3, Flink, Spark, Kafka, ElasticSearch
• Knowledge and experience with NLP technology
• Previous work in a start-up environment

Juniper Networks is enrolled in E-Verify® and will be participating in E-Verify in addition to our Form I-9 process. www.dhs.gov/E-Verify
Juniper Networks is an Equal Opportunity/Affirmative Action Employer.",3.8,"Juniper Networks
3.8","Cupertino, CA",-1,5001 to 10000 Employees,1996,Company - Public,Telecommunications Services,Telecommunications,$2 to $5 billion (USD),-1
Staff Data Scientist,$80K-$134K (Glassdoor est.),"At Plenty, we're on a mission to give people in local communities everywhere access to the freshest, most amazing tasting produce possible. And to do so in a way that's better for the planet.

About Role


We are looking for a Staff-level Data Scientist to support analyzing full farm processes and system behavior from the top down in order to help create the most efficient farms that the world has ever seen. In this role, using data mining and statistical techniques, you will be analyzing and visualizing data to help improve operational efficiency, minimize farm losses, increase plant yield, and to find patterns amidst chaos. These combined goals will give Plenty's produce global reach at an accessible price, leading to increased produce consumption and raising the quality of living around the world. You will be part of a passionate and dynamic team that is developing new technology from the ground up.

Type of Role


Full-Time

What You'll Do
Understand data needs and construct data pipelines that addresses gaps and provide new information about farm processes and performance
Implement applications, dashboards, and statistical techniques to monitor process control tied to farm health
Define correlations between process parametrics and outcomes that help move plant yield and quality outcomes and improve overall process
Identify metrology gaps in both process parametrics and plant outcomes across farm to enable sensor hardware, firmware and data pipeline development for farm metrology
Own and drive computational modeling (i.e. machine-learning models of farm behavior, image processing for plant phenotypes, predictive models for yield, farm operational, market sizing and demand planning models, etc.)
Own communication and report outs of all analyses
What We're Looking For
BS / MS or Ph.D in Computer Science, Data Science, Statistics, Math or related degree with relevant experience)
Experience in machine vision
5-7+ years of expertise in using SQL to query messy datasets and to create data pipelines
5-7+ years of experience in R or Python (scripting languages) etc. for analyzing data
5-7+ years of experience of creating informative & interactive data visualizations
Systematic thinker who can balance multiple priorities and master new datasets quickly
Background in computational modeling, data science and analysis, ideally in farm systems, semiconductor or automotive manufacturing, plant breeding or agriculture-oriented industries
Well versed in statistical analysis, SPC, DOE, ANOVA, regressions etc. and able to draw conclusions on the relationships between variables
Exceptional collaborator with strong communication, adaptability, and leadership skills
Strong documenter of code, methods, and results
About Plenty


Plenty is here to change the way people eat, making extraordinary flavor and nutrition more available in a way that's better for people and the planet. We build farms that can put craveable flavor first while delivering exceptional yields. And our produce is always pesticide-free and grown using less than 1% of the land and 5% of the water of outdoor farming.",4.5,"Plenty
4.5","South San Francisco, CA",-1,201 to 500 Employees,2013,Company - Private,Food Production,Agriculture & Forestry,Unknown / Non-Applicable,-1
